#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         NSSDC
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     OMNI (1AU IP Data)>Merged 1 minute Interplantary OMNI data
#     DATA_TYPE                       HRO>1minute
#     DESCRIPTOR                      IMF and Plasma data
#     DATA_VERSION                    1
#     TITLE                           Near-Earth Heliosphere Data (OMNI)
#     TEXT                            1minute averaged definitive multispacecraft interplanetary parameters data
#                                     Additional information for all parameters are available from OMNI Data Documentation:                 
#                                      https://omniweb.gsfc.nasa.gov/html/HROdocum.html                                                      
#                                     Additional data access options available at  SPDF's OMNIWeb Service: https://omniweb.gsfc.nasa.gov/ow_
#                                     Recent omni high resolution updates Release Notes: https://omniweb.gsfc.nasa.gov/html/hro_news.html   
#     MODS                            created November 2006;
#                                     conversion to ISTP/IACG CDFs via SKTEditor Feb 2000
#                                     Time tags in CDAWeb version were modified in March 2005 to use the
#                                     CDAWeb convention of having mid-average time tags rather than OMNI's
#                                     original convention of start-of-average time tags.
#     LOGICAL_FILE_ID                 omni_hro_1min_00000000_v01
#     PI_NAME                         J.H. King, N. Papatashvilli
#     PI_AFFILIATION                  AdnetSystems, NASA GSFC
#     GENERATION_DATE                 Ongoing
#     ACKNOWLEDGEMENT                 NSSDC
#     ADID_REF                        NSSD0110
#     RULES_OF_USE                    Public
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#                                     Magnetic Fields (space)
#                                     Electric Fields (space)
#     GENERATED_BY                    King/Papatashvilli
#     TIME_RESOLUTION                 1 minute
#     LOGICAL_SOURCE                  omni_hro_1min
#     LOGICAL_SOURCE_DESCRIPTION      OMNI Combined, Definitive, 1-minute IMF and Plasma Data Time-Shifted to the                           
#                                      Nose of the Earth's Bow Shock, plus Magnetic Indices                                                  
#     LINK_TEXT                       Additional information for all parameters are available from
#                                     Additional data access options available at
#                                     Recent omni high resolution updates
#     LINK_TITLE                      OMNI Data documentation
#                                     SPDF's OMNIWeb Service
#                                     Release Notes
#     HTTP_LINK                       https://omniweb.gsfc.nasa.gov/html/HROdocum.html
#                                     https://omniweb.gsfc.nasa.gov/ow_min.html
#                                     https://omniweb.gsfc.nasa.gov/html/hro_news.html
#     ALT_LOGICAL_SOURCE              Combined_OMNI_1AU-MagneticField-Plasma-HRO_1min_cdf
#     MISSION_GROUP                   OMNI (Combined 1AU IP Data; Magnetic and Solar Indices)
#                                     ACE
#                                     Wind
#                                     IMP (All)
#                                     !___Interplanetary Data near 1 AU
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/OMNI/HighResolutionObservations/Version1/PT1M
#     CDAWEB_PARENTS                  omni_hro_1min_00000000_v01
#                                     omni_hro_1min_20150601_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Epoch Time
#  2. Magnitude of avg. field vector (nT) (last currently-available OMNI B-field data Apr 23, 2024)
#  3. Bx (nT), GSE
#  4. By (nT), GSM, determined from post-shift GSE components
#  5. Bz (nT), GSM, determined from post-shift GSE components
#  6. Flow Speed (km/s), GSE
#  7. Proton density (n/cc) (last currently-available OMNI plasma data Apr 23, 2024)
#  8. Temperature (K)
#  9. Flow pressure (nPa)
#       NOTES:  Derived parameters are obtained from the following equations. Flow pressure = (2*10**-6)*Np*Vp**2 nPa (Np in cm**-3, Vp in km/s, subscript p for proton)
#
EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,MAG_AVG_B-VECTOR_nT,BX__GSE_nT,BY__GSM_nT,BZ__GSM_nT,FLOW_SPEED__GSE_km/s,PROTON_DENSITY_n/cc,TEMPERATURE_K,FLOW_PRESSURE_nPa
2015-06-01T00:00:00.000Z,7.35000,-5.04000,-0.280000,-3.99000,344.500,8.17000,48512.0,1.94000
2015-06-01T00:01:00.000Z,7.30000,-5.92000,-0.330000,-3.98000,342.100,7.38000,51496.0,1.73000
2015-06-01T00:02:00.000Z,7.25000,-5.64000,1.40000,-3.54000,343.000,7.31000,45320.0,1.72000
2015-06-01T00:03:00.000Z,7.17000,-5.12000,2.33000,-2.86000,344.600,7.11000,39378.0,1.69000
2015-06-01T00:04:00.000Z,7.13000,-4.96000,2.36000,-2.80000,341.400,7.68000,42451.0,1.79000
2015-06-01T00:05:00.000Z,7.06000,-5.09000,2.12000,-2.94000,345.500,7.14000,40953.0,1.70000
2015-06-01T00:06:00.000Z,7.11000,-5.37000,0.840000,-3.60000,342.400,7.76000,57721.0,1.82000
2015-06-01T00:07:00.000Z,7.02000,-5.16000,2.86000,-2.59000,343.200,7.76000,52966.0,1.83000
2015-06-01T00:08:00.000Z,7.04000,-4.51000,5.23000,-1.33000,344.900,7.18000,37998.0,1.71000
2015-06-01T00:09:00.000Z,7.22000,-5.28000,2.68000,-2.78000,347.000,7.08000,35042.0,1.70000
2015-06-01T00:10:00.000Z,7.24000,-4.76000,5.28000,-1.39000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:11:00.000Z,7.30000,-5.88000,0.200000,-4.28000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:12:00.000Z,7.25000,-5.75000,1.87000,-3.16000,339.600,7.04000,46349.0,1.62000
2015-06-01T00:13:00.000Z,7.27000,-5.90000,1.39000,-3.35000,340.500,7.02000,43619.0,1.63000
2015-06-01T00:14:00.000Z,7.24000,-5.68000,2.02000,-2.81000,342.300,6.84000,41360.0,1.60000
2015-06-01T00:15:00.000Z,7.21000,-5.64000,1.81000,-2.80000,338.100,7.06000,47150.0,1.61000
2015-06-01T00:16:00.000Z,7.16000,-5.40000,3.65000,-1.99000,340.400,7.24000,46387.0,1.68000
2015-06-01T00:17:00.000Z,7.14000,-5.32000,3.68000,-2.09000,340.200,7.13000,44873.0,1.65000
2015-06-01T00:18:00.000Z,7.11000,-4.83000,4.83000,-1.46000,343.100,7.32000,42426.0,1.72000
2015-06-01T00:19:00.000Z,7.09000,-3.84000,5.83000,-1.28000,347.100,7.46000,35352.0,1.80000
2015-06-01T00:20:00.000Z,7.09000,-5.85000,3.58000,-1.69000,347.600,7.41000,34937.0,1.79000
2015-06-01T00:21:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:22:00.000Z,7.19000,-4.40000,5.55000,-1.30000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:23:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:24:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:25:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:26:00.000Z,7.20000,-4.39000,5.54000,-1.31000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:27:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:28:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:29:00.000Z,7.15000,-4.23000,5.61000,-1.31000,348.300,7.07000,33869.0,1.72000
2015-06-01T00:30:00.000Z,9999.99,9999.99,9999.99,9999.99,348.300,7.07000,33869.0,1.72000
2015-06-01T00:31:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:32:00.000Z,7.17000,-4.29000,5.58000,-1.33000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:33:00.000Z,7.17000,-4.29000,5.58000,-1.33000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:34:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:35:00.000Z,7.05000,-4.17000,5.52000,-1.34000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:36:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:37:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:38:00.000Z,7.17000,-4.24000,5.62000,-1.33000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:39:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:40:00.000Z,7.07000,-4.10000,5.59000,-1.40000,348.900,7.28000,33722.0,1.77000
2015-06-01T00:41:00.000Z,7.07000,-4.10000,5.59000,-1.41000,348.900,7.28000,33722.0,1.77000
2015-06-01T00:42:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:43:00.000Z,7.06000,-4.03000,5.63000,-1.41000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:44:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:45:00.000Z,7.07000,-4.01000,5.65000,-1.39000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:46:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:47:00.000Z,7.02000,-4.07000,5.56000,-1.34000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:48:00.000Z,6.95000,-4.02000,5.50000,-1.35000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:49:00.000Z,6.95000,-4.02000,5.50000,-1.36000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:50:00.000Z,6.85000,-3.92000,5.44000,-1.38000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:51:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:52:00.000Z,6.89000,-3.98000,5.44000,-1.41000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:53:00.000Z,6.85000,-3.96000,5.43000,-1.31000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:54:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:55:00.000Z,6.87000,-3.96000,5.46000,-1.31000,347.100,7.94000,35444.0,1.91000
2015-06-01T00:56:00.000Z,6.89000,-4.19000,5.33000,-1.23000,347.100,7.94000,35444.0,1.91000
2015-06-01T00:57:00.000Z,6.89000,-4.19000,5.33000,-1.23000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:58:00.000Z,6.82000,-4.12000,5.31000,-1.17000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T00:59:00.000Z,6.79000,-4.09000,5.28000,-1.17000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T01:00:00.000Z,6.79000,-4.09000,5.28000,-1.17000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T01:01:00.000Z,6.89000,-4.22000,5.33000,-1.14000,345.900,7.55000,34849.0,1.81000
2015-06-01T01:02:00.000Z,6.83000,-4.08000,5.35000,-1.18000,346.500,7.33000,33645.0,1.76000
2015-06-01T01:03:00.000Z,6.99000,-4.17000,5.46000,-1.31000,346.500,7.33000,33634.0,1.76000
2015-06-01T01:04:00.000Z,6.96000,-4.27000,5.35000,-1.27000,346.900,7.40000,34571.0,1.78000
2015-06-01T01:05:00.000Z,6.89000,-4.23000,5.30000,-1.18000,346.900,7.40000,34571.0,1.78000
2015-06-01T01:06:00.000Z,6.89000,-4.01000,5.45000,-1.30000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T01:07:00.000Z,6.91000,-3.92000,5.52000,-1.40000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T01:08:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T01:09:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T01:10:00.000Z,6.91000,-3.83000,5.55000,-1.46000,346.400,7.35000,33544.0,1.76000
2015-06-01T01:11:00.000Z,9999.99,9999.99,9999.99,9999.99,346.400,7.35000,33544.0,1.76000
2015-06-01T01:12:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T01:13:00.000Z,6.95000,-3.91000,5.56000,-1.45000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T01:14:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T01:15:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T01:16:00.000Z,6.82000,-3.87000,5.59000,-0.530000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T01:17:00.000Z,6.86000,-3.96000,5.53000,-0.810000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T01:18:00.000Z,6.88000,-3.85000,5.54000,-1.35000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T01:19:00.000Z,6.83000,-4.01000,5.44000,-0.870000,347.700,7.36000,32874.0,1.78000
2015-06-01T01:20:00.000Z,6.83000,-4.09000,5.40000,-0.820000,346.900,6.97000,37116.0,1.68000
2015-06-01T01:21:00.000Z,6.91000,-4.02000,5.46000,-1.26000,346.900,6.95000,37377.0,1.67000
2015-06-01T01:22:00.000Z,6.88000,-4.03000,5.49000,-0.860000,346.300,7.20000,34288.0,1.73000
2015-06-01T01:23:00.000Z,6.78000,-3.87000,5.56000,-0.350000,346.500,7.13000,34156.0,1.71000
2015-06-01T01:24:00.000Z,9999.99,9999.99,9999.99,9999.99,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T01:25:00.000Z,6.87000,-3.73000,5.76000,-0.260000,346.600,6.82000,33014.0,1.64000
2015-06-01T01:26:00.000Z,6.87000,-3.77000,5.71000,-0.520000,347.400,6.69000,33133.0,1.61000
2015-06-01T01:27:00.000Z,6.81000,-3.78000,5.64000,0.170000,346.900,6.82000,33552.0,1.64000
2015-06-01T01:28:00.000Z,6.85000,-3.70000,5.73000,0.560000,346.600,6.69000,34538.0,1.61000
2015-06-01T01:29:00.000Z,7.05000,-4.58000,4.95000,1.76000,343.300,6.32000,38003.0,1.49000
2015-06-01T01:30:00.000Z,7.21000,-4.67000,4.98000,2.29000,341.500,6.04000,32617.0,1.41000
2015-06-01T01:31:00.000Z,7.14000,-4.35000,5.22000,1.91000,341.700,6.25000,29160.0,1.46000
2015-06-01T01:32:00.000Z,6.88000,-4.02000,5.38000,0.600000,344.200,6.03000,37073.0,1.43000
2015-06-01T01:33:00.000Z,6.94000,-3.82000,5.15000,2.49000,340.400,6.48000,30942.0,1.50000
2015-06-01T01:34:00.000Z,6.91000,-4.49000,4.29000,2.39000,342.100,6.07000,33960.0,1.42000
2015-06-01T01:35:00.000Z,6.98000,-3.95000,4.58000,3.44000,345.700,6.19000,28413.0,1.48000
2015-06-01T01:36:00.000Z,6.92000,-4.26000,4.76000,2.11000,340.400,6.38000,29329.0,1.48000
2015-06-01T01:37:00.000Z,6.69000,-3.37000,4.88000,2.50000,348.600,6.82000,31605.0,1.66000
2015-06-01T01:38:00.000Z,6.51000,-2.75000,5.10000,2.90000,347.000,6.74000,31837.0,1.62000
2015-06-01T01:39:00.000Z,6.39000,-2.52000,5.00000,2.98000,346.100,6.64000,32063.0,1.59000
2015-06-01T01:40:00.000Z,6.47000,-2.52000,5.58000,1.97000,353.800,7.18000,36426.0,1.80000
2015-06-01T01:41:00.000Z,6.30000,-2.26000,5.42000,2.26000,353.200,7.29000,33912.0,1.82000
2015-06-01T01:42:00.000Z,6.28000,-1.96000,5.68000,1.80000,353.500,7.10000,38344.0,1.77000
2015-06-01T01:43:00.000Z,6.43000,-1.74000,5.96000,1.64000,353.800,6.94000,42022.0,1.74000
2015-06-01T01:44:00.000Z,6.58000,-1.77000,5.93000,2.20000,354.000,7.04000,36733.0,1.76000
2015-06-01T01:45:00.000Z,6.65000,-2.09000,5.73000,2.67000,354.000,7.04000,36733.0,1.76000
2015-06-01T01:46:00.000Z,6.37000,-2.07000,5.35000,2.39000,353.600,6.71000,26738.0,1.68000
2015-06-01T01:47:00.000Z,6.34000,-2.16000,4.43000,3.94000,352.500,6.94000,29623.0,1.72000
2015-06-01T01:48:00.000Z,6.40000,-1.73000,4.37000,4.31000,351.500,7.17000,32468.0,1.77000
2015-06-01T01:49:00.000Z,6.23000,-1.79000,3.18000,5.00000,351.700,7.64000,29961.0,1.89000
2015-06-01T01:50:00.000Z,6.20000,-2.05000,3.60000,4.60000,351.700,7.64000,29961.0,1.89000
2015-06-01T01:51:00.000Z,6.16000,-2.68000,4.23000,3.15000,351.800,8.07000,30355.0,2.00000
2015-06-01T01:52:00.000Z,6.04000,-3.40000,4.89000,0.740000,351.800,8.07000,30355.0,2.00000
2015-06-01T01:53:00.000Z,6.07000,-3.23000,5.01000,-0.970000,350.300,7.54000,38892.0,1.85000
2015-06-01T01:54:00.000Z,6.02000,-3.17000,4.73000,-1.85000,350.300,7.54000,38892.0,1.85000
2015-06-01T01:55:00.000Z,5.88000,-2.64000,4.11000,1.09000,352.600,7.35000,36562.0,1.83000
2015-06-01T01:56:00.000Z,5.91000,-2.58000,3.17000,2.97000,352.900,7.69000,36562.0,1.92000
2015-06-01T01:57:00.000Z,5.71000,-2.48000,2.52000,4.47000,350.600,7.82000,33775.0,1.92000
2015-06-01T01:58:00.000Z,6.01000,-2.56000,2.35000,4.90000,350.200,7.59000,31382.0,1.86000
2015-06-01T01:59:00.000Z,6.06000,-2.59000,2.44000,4.89000,350.400,7.53000,27700.0,1.85000
2015-06-01T02:00:00.000Z,6.05000,-2.70000,2.65000,4.69000,352.100,7.25000,32781.0,1.80000
2015-06-01T02:01:00.000Z,5.94000,-2.82000,2.98000,4.29000,352.600,7.17000,34341.0,1.78000
2015-06-01T02:02:00.000Z,5.85000,-2.86000,3.04000,4.10000,352.100,7.20000,33641.0,1.79000
2015-06-01T02:03:00.000Z,5.93000,-3.19000,2.71000,4.19000,351.700,6.69000,40676.0,1.66000
2015-06-01T02:04:00.000Z,6.29000,-3.33000,2.72000,4.54000,351.700,6.68000,40783.0,1.65000
2015-06-01T02:05:00.000Z,6.64000,-3.46000,3.62000,4.35000,352.300,7.10000,27382.0,1.76000
2015-06-01T02:06:00.000Z,6.58000,-3.68000,3.70000,4.02000,351.200,7.04000,26632.0,1.74000
2015-06-01T02:07:00.000Z,6.48000,-3.87000,3.61000,3.73000,351.000,7.03000,26464.0,1.73000
2015-06-01T02:08:00.000Z,6.47000,-3.84000,3.50000,3.86000,350.600,7.52000,30554.0,1.85000
2015-06-01T02:09:00.000Z,6.46000,-3.76000,3.49000,3.91000,351.900,7.19000,33240.0,1.78000
2015-06-01T02:10:00.000Z,6.45000,-3.70000,3.41000,4.02000,349.900,7.45000,27310.0,1.82000
2015-06-01T02:11:00.000Z,6.52000,-3.48000,3.63000,4.14000,350.100,7.39000,27840.0,1.81000
2015-06-01T02:12:00.000Z,6.62000,-3.60000,3.81000,4.04000,349.600,7.21000,26798.0,1.76000
2015-06-01T02:13:00.000Z,6.60000,-3.52000,3.79000,4.08000,350.300,6.99000,27109.0,1.72000
2015-06-01T02:14:00.000Z,6.42000,-3.39000,3.96000,3.74000,350.400,7.02000,27104.0,1.72000
2015-06-01T02:15:00.000Z,6.46000,-3.58000,3.82000,3.79000,350.100,7.28000,25757.0,1.78000
2015-06-01T02:16:00.000Z,6.39000,-3.70000,3.64000,3.72000,352.000,7.43000,30457.0,1.84000
2015-06-01T02:17:00.000Z,6.36000,-3.57000,3.90000,3.50000,349.900,7.71000,28767.0,1.89000
2015-06-01T02:18:00.000Z,6.31000,-3.44000,3.82000,3.65000,351.100,7.65000,32387.0,1.89000
2015-06-01T02:19:00.000Z,5.98000,-3.38000,3.68000,3.28000,351.400,7.63000,33356.0,1.88000
2015-06-01T02:20:00.000Z,5.99000,-3.35000,2.64000,4.11000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T02:21:00.000Z,5.97000,-3.10000,2.69000,4.30000,356.300,8.09000,34144.0,2.05000
2015-06-01T02:22:00.000Z,5.98000,-3.04000,2.47000,4.49000,356.100,8.01000,33849.0,2.03000
2015-06-01T02:23:00.000Z,5.75000,-4.89000,-0.550000,0.200000,347.700,7.14000,70565.0,1.73000
2015-06-01T02:24:00.000Z,5.85000,-4.46000,0.860000,1.12000,353.400,7.44000,48843.0,1.86000
2015-06-01T02:25:00.000Z,5.83000,-4.22000,1.04000,1.65000,354.000,8.01000,47029.0,2.01000
2015-06-01T02:26:00.000Z,5.78000,-4.45000,0.820000,0.990000,348.400,6.95000,73394.0,1.69000
2015-06-01T02:27:00.000Z,6.04000,-4.84000,0.270000,0.700000,356.200,8.00000,48094.0,2.03000
2015-06-01T02:28:00.000Z,6.09000,-5.22000,-0.0300000,0.410000,350.800,6.72000,70001.0,1.65000
2015-06-01T02:29:00.000Z,6.15000,-6.02000,-0.760000,-0.960000,348.500,6.83000,75689.0,1.66000
2015-06-01T02:30:00.000Z,6.08000,-5.43000,-0.330000,0.910000,347.100,6.65000,71040.0,1.60000
2015-06-01T02:31:00.000Z,6.04000,-4.58000,0.800000,2.20000,348.400,6.54000,69577.0,1.59000
2015-06-01T02:32:00.000Z,6.11000,-4.29000,1.40000,2.67000,353.200,7.52000,51438.0,1.88000
2015-06-01T02:33:00.000Z,6.09000,-4.77000,0.640000,1.78000,351.900,7.40000,43521.0,1.83000
2015-06-01T02:34:00.000Z,5.98000,-4.60000,1.53000,1.88000,347.000,6.81000,63331.0,1.64000
2015-06-01T02:35:00.000Z,6.06000,-5.21000,0.770000,1.53000,350.400,7.24000,52991.0,1.78000
2015-06-01T02:36:00.000Z,6.08000,-5.18000,0.820000,1.77000,351.600,7.06000,59591.0,1.75000
2015-06-01T02:37:00.000Z,6.07000,-4.95000,1.55000,1.49000,355.200,6.97000,57523.0,1.76000
2015-06-01T02:38:00.000Z,6.11000,-5.39000,0.330000,1.14000,349.900,6.87000,65439.0,1.68000
2015-06-01T02:39:00.000Z,6.08000,-5.47000,0.130000,1.25000,349.400,6.89000,56031.0,1.68000
2015-06-01T02:40:00.000Z,6.05000,-5.46000,0.0500000,1.51000,348.100,6.69000,60858.0,1.62000
2015-06-01T02:41:00.000Z,5.80000,-4.57000,1.51000,2.38000,352.800,7.53000,42571.0,1.87000
2015-06-01T02:42:00.000Z,6.04000,-5.49000,-0.170000,1.53000,349.700,7.11000,53202.0,1.74000
2015-06-01T02:43:00.000Z,6.04000,-5.42000,0.0300000,1.82000,350.900,7.40000,51114.0,1.82000
2015-06-01T02:44:00.000Z,6.11000,-5.73000,0.0800000,1.33000,348.200,7.03000,55311.0,1.70000
2015-06-01T02:45:00.000Z,6.06000,-5.62000,0.180000,1.57000,350.100,7.17000,51799.0,1.76000
2015-06-01T02:46:00.000Z,5.91000,-5.12000,0.980000,2.00000,349.700,7.33000,50464.0,1.79000
2015-06-01T02:47:00.000Z,5.78000,-4.91000,1.97000,1.59000,352.500,7.43000,50510.0,1.85000
2015-06-01T02:48:00.000Z,5.89000,-5.27000,2.01000,1.04000,351.400,7.10000,57403.0,1.75000
2015-06-01T02:49:00.000Z,5.56000,-4.94000,2.32000,0.0300000,351.000,7.00000,61401.0,1.72000
2015-06-01T02:50:00.000Z,5.78000,-5.10000,0.750000,-1.15000,352.400,7.25000,63571.0,1.80000
2015-06-01T02:51:00.000Z,5.67000,-4.96000,1.28000,-0.120000,351.300,7.75000,55392.0,1.91000
2015-06-01T02:52:00.000Z,6.31000,-5.76000,-1.15000,-2.25000,350.900,7.11000,80673.0,1.75000
2015-06-01T02:53:00.000Z,6.60000,-5.77000,-1.67000,-2.72000,350.800,7.07000,82338.0,1.74000
2015-06-01T02:54:00.000Z,6.53000,-5.80000,-1.95000,-2.23000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T02:55:00.000Z,6.51000,-5.92000,-1.99000,-1.83000,354.900,6.25000,67399.0,1.57000
2015-06-01T02:56:00.000Z,6.15000,-5.61000,-1.85000,-1.67000,352.800,5.70000,61647.0,1.42000
2015-06-01T02:57:00.000Z,5.97000,-5.56000,-1.28000,-1.76000,350.100,6.46000,68360.0,1.58000
2015-06-01T02:58:00.000Z,5.97000,-5.48000,-1.68000,-1.66000,347.900,6.93000,72558.0,1.68000
2015-06-01T02:59:00.000Z,6.16000,-5.62000,-1.75000,-1.81000,347.400,6.59000,69560.0,1.59000
2015-06-01T03:00:00.000Z,6.39000,-5.86000,-1.36000,-2.13000,351.900,6.30000,80776.0,1.56000
2015-06-01T03:01:00.000Z,6.74000,-6.17000,-1.30000,-2.39000,354.700,5.77000,72376.0,1.45000
2015-06-01T03:02:00.000Z,6.70000,-6.17000,-1.52000,-2.12000,357.600,5.32000,73419.0,1.36000
2015-06-01T03:03:00.000Z,6.64000,-6.07000,-1.43000,-2.26000,354.600,5.50000,67574.0,1.38000
2015-06-01T03:04:00.000Z,6.59000,-6.04000,-1.53000,-2.16000,354.600,5.50000,67569.0,1.38000
2015-06-01T03:05:00.000Z,6.62000,-6.05000,-1.57000,-2.19000,353.700,5.79000,71178.0,1.45000
2015-06-01T03:06:00.000Z,6.66000,-6.08000,-1.42000,-2.31000,354.100,5.80000,70101.0,1.45000
2015-06-01T03:07:00.000Z,6.65000,-6.02000,-1.52000,-2.40000,353.100,5.54000,65134.0,1.38000
2015-06-01T03:08:00.000Z,6.53000,-5.86000,-1.55000,-2.41000,353.300,5.86000,71348.0,1.46000
2015-06-01T03:09:00.000Z,6.49000,-5.94000,-1.10000,-2.36000,354.100,5.66000,67201.0,1.42000
2015-06-01T03:10:00.000Z,6.41000,-5.85000,-1.06000,-2.38000,355.400,5.34000,60759.0,1.35000
2015-06-01T03:11:00.000Z,6.46000,-5.82000,-1.36000,-2.34000,353.200,5.72000,61901.0,1.43000
2015-06-01T03:12:00.000Z,6.43000,-5.94000,-0.860000,-2.30000,353.200,5.72000,61901.0,1.43000
2015-06-01T03:13:00.000Z,6.68000,-6.20000,-0.780000,-2.36000,352.800,5.66000,62787.0,1.41000
2015-06-01T03:14:00.000Z,6.69000,-6.28000,-0.510000,-2.24000,355.900,5.59000,67201.0,1.42000
2015-06-01T03:15:00.000Z,6.68000,-6.26000,-0.490000,-2.27000,358.100,5.53000,70327.0,1.42000
2015-06-01T03:16:00.000Z,6.70000,-6.27000,-0.410000,-2.30000,358.300,5.43000,73099.0,1.39000
2015-06-01T03:17:00.000Z,6.67000,-6.20000,-0.430000,-2.43000,358.300,5.43000,73099.0,1.39000
2015-06-01T03:18:00.000Z,6.67000,-6.18000,-0.770000,-2.37000,99999.9,999.990,1.00000e+07,99.9900
2015-06-01T03:19:00.000Z,6.63000,-6.17000,-0.370000,-2.41000,356.500,5.57000,60493.0,1.42000
2015-06-01T03:20:00.000Z,6.69000,-6.14000,-0.590000,-2.56000,356.500,5.57000,60493.0,1.42000
2015-06-01T03:21:00.000Z,6.69000,-6.09000,-0.950000,-2.59000,356.800,5.41000,56860.0,1.38000
2015-06-01T03:22:00.000Z,6.64000,-6.06000,-1.01000,-2.51000,356.800,5.41000,56860.0,1.38000
2015-06-01T03:23:00.000Z,6.67000,-6.08000,-1.05000,-2.55000,356.200,5.40000,57682.0,1.37000
2015-06-01T03:24:00.000Z,6.71000,-6.17000,-0.810000,-2.51000,356.100,5.39000,58284.0,1.37000
2015-06-01T03:25:00.000Z,6.74000,-6.21000,-0.800000,-2.49000,357.100,5.51000,63732.0,1.41000
2015-06-01T03:26:00.000Z,6.68000,-6.15000,-0.820000,-2.47000,356.700,5.34000,61642.0,1.36000
